----------------------header--------------------------
Current Time:2017-07-05 09:26:28,148 Type:[INFO]  Information:prod update job  Class:d:\Project\Kerry.K3.JobUpdate.Scheduler\K3JobUpdateTest\UnitTest1.cs Line:133 
Current Time:2017-07-05 09:26:31,300 Type:[INFO]  Information:------Start insert into table joblink data :------  Class:d:\Project\Kerry.K3.JobUpdate.Scheduler\Kerry.K3.JobUpdate.Scheduler\Job Methor\InsertActionJob.cs Line:70 
----------------------header--------------------------
Current Time:2017-07-05 09:26:53,836 Type:[INFO]  Information:prod update job  Class:d:\Project\Kerry.K3.JobUpdate.Scheduler\K3JobUpdateTest\UnitTest1.cs Line:133 
Current Time:2017-07-05 09:26:55,399 Type:[INFO]  Information:------Start insert into table joblink data :------  Class:d:\Project\Kerry.K3.JobUpdate.Scheduler\Kerry.K3.JobUpdate.Scheduler\Job Methor\InsertActionJob.cs Line:70 
----------------------header--------------------------
Current Time:2017-07-05 10:27:50,516 Type:[INFO]  Information:prod update job  Class:d:\Project\Kerry.K3.JobUpdate.Scheduler\K3JobUpdateTest\UnitTest1.cs Line:133 
Current Time:2017-07-05 10:28:00,697 Type:[INFO]  Information:------Start insert into table joblink data :------  Class:d:\Project\Kerry.K3.JobUpdate.Scheduler\Kerry.K3.JobUpdate.Scheduler\Job Methor\InsertActionJob.cs Line:70 
Current Time:2017-07-05 10:28:02,775 Type:[INFO]  Information:job_unid [3273392] already insert joblink !  Class:d:\Project\Kerry.K3.JobUpdate.Scheduler\Kerry.K3.JobUpdate.Scheduler\Job Methor\InsertActionJob.cs Line:125 
Current Time:2017-07-05 10:28:02,907 Type:[INFO]  Information:job_unid [3284943] already insert joblink !  Class:d:\Project\Kerry.K3.JobUpdate.Scheduler\Kerry.K3.JobUpdate.Scheduler\Job Methor\InsertActionJob.cs Line:125 
Current Time:2017-07-05 10:28:03,042 Type:[INFO]  Information:job_unid [3222066] already insert joblink !  Class:d:\Project\Kerry.K3.JobUpdate.Scheduler\Kerry.K3.JobUpdate.Scheduler\Job Methor\InsertActionJob.cs Line:125 
Current Time:2017-07-05 10:28:03,227 Type:[INFO]  Information:job_unid [3249553] already insert joblink !  Class:d:\Project\Kerry.K3.JobUpdate.Scheduler\Kerry.K3.JobUpdate.Scheduler\Job Methor\InsertActionJob.cs Line:125 
Current Time:2017-07-05 10:28:03,355 Type:[INFO]  Information:job_unid [3304478] already insert joblink !  Class:d:\Project\Kerry.K3.JobUpdate.Scheduler\Kerry.K3.JobUpdate.Scheduler\Job Methor\InsertActionJob.cs Line:125 
Current Time:2017-07-05 10:28:04,603 Type:[INFO]  Information:job_unid [3311620] insert joblink success !  Class:d:\Project\Kerry.K3.JobUpdate.Scheduler\Kerry.K3.JobUpdate.Scheduler\Job Methor\InsertActionJob.cs Line:113 
Current Time:2017-07-05 10:28:04,726 Type:[INFO]  Information:job_unid [3305025] already insert joblink !  Class:d:\Project\Kerry.K3.JobUpdate.Scheduler\Kerry.K3.JobUpdate.Scheduler\Job Methor\InsertActionJob.cs Line:125 
Current Time:2017-07-05 10:28:04,856 Type:[INFO]  Information:job_unid [3305010] already insert joblink !  Class:d:\Project\Kerry.K3.JobUpdate.Scheduler\Kerry.K3.JobUpdate.Scheduler\Job Methor\InsertActionJob.cs Line:125 
Current Time:2017-07-05 10:28:04,979 Type:[INFO]  Information:job_unid [2825349] already insert joblink !  Class:d:\Project\Kerry.K3.JobUpdate.Scheduler\Kerry.K3.JobUpdate.Scheduler\Job Methor\InsertActionJob.cs Line:125 
Current Time:2017-07-05 10:28:05,128 Type:[INFO]  Information:job_unid [2825346] already insert joblink !  Class:d:\Project\Kerry.K3.JobUpdate.Scheduler\Kerry.K3.JobUpdate.Scheduler\Job Methor\InsertActionJob.cs Line:125 
Current Time:2017-07-05 10:28:05,282 Type:[INFO]  Information:job_unid [3134842] already insert joblink !  Class:d:\Project\Kerry.K3.JobUpdate.Scheduler\Kerry.K3.JobUpdate.Scheduler\Job Methor\InsertActionJob.cs Line:125 
Current Time:2017-07-05 10:28:05,486 Type:[INFO]  Information:job_unid [3195103] already insert joblink !  Class:d:\Project\Kerry.K3.JobUpdate.Scheduler\Kerry.K3.JobUpdate.Scheduler\Job Methor\InsertActionJob.cs Line:125 
Current Time:2017-07-05 10:28:05,626 Type:[INFO]  Information:job_unid [3166181] already insert joblink !  Class:d:\Project\Kerry.K3.JobUpdate.Scheduler\Kerry.K3.JobUpdate.Scheduler\Job Methor\InsertActionJob.cs Line:125 
Current Time:2017-07-05 10:28:05,839 Type:[INFO]  Information:job_unid [3316505] insert joblink success !  Class:d:\Project\Kerry.K3.JobUpdate.Scheduler\Kerry.K3.JobUpdate.Scheduler\Job Methor\InsertActionJob.cs Line:113 
